card_name,nf_qty,f_qty,is_bulk
undead executioner,NA,NA,TRUE
undead leotau,NA,1,TRUE
undead minotaur,NA,NA,TRUE
undead servant,NA,NA,TRUE
undercity troll,NA,NA,TRUE
underground river,1,NA,NA
undergrowth scavenger,4,NA,NA
underworld coinsmith,4,NA,NA
underworld connections,0,NA,NA
undying evil,4,NA,NA
unexpected results,1,NA,NA
unflinching courage,3,NA,NA
unforge,NA,NA,TRUE
unholy hunger,2,NA,NA
unified front,1,NA,NA
unifying theory,1,NA,NA
uninvited geist,NA,NA,TRUE
unity of purpose,1,NA,NA
universal solvent,1,NA,NA
unknown shores,5,NA,NA
unmake the graves,4,NA,NA
unnatural aggression,1,NA,NA
unravel the aether,5,NA,NA
unruly mob,9,NA,NA
unstable obelisk,2,NA,NA
unstoppable ash,1,NA,NA
unsubstantiate,0,NA,NA
unsummon,0,NA,NA
untamed wilds,1,NA,NA
unwinding clock,0,NA,NA
unyielding krumar,NA,NA,TRUE
updraft elemental,NA,NA,TRUE
urban burgeoning,4,NA,NA
urban evolution,5,NA,NA
urbis protector,4,NA,NA
urborg elf,1,NA,NA
urborg phantom,NA,NA,TRUE
"urborg, tomb of yawgmoth (p)",1,NA,NA
urgent exorcism,NA,NA,TRUE
ur-golem's eye,1,NA,NA
urza's factory,1,NA,NA
urza's mine,2,NA,NA
urza's power plant,2,NA,NA
urza's tower,1,NA,NA
utopia sprawl,2,NA,NA
utter end,2,NA,NA
"uyo, silent prophet",1,NA,NA
valakut invoker,NA,NA,TRUE
valakut predator,2,NA,NA
valeron wardens,NA,NA,TRUE
valley dasher,NA,NA,TRUE
valley rannet,2,NA,NA
valor,1,NA,NA
valor in akros,1,NA,NA
valorous stance,1,NA,NA
vampire bats,NA,NA,TRUE
vampire envoy,NA,NA,TRUE
vampire hounds,NA,NA,TRUE
vampire interloper,NA,NA,TRUE
vampire nighthawk,1,NA,NA
vampire noble,NA,NA,TRUE
vampire warlord,NA,NA,TRUE
vampiric fury,3,NA,NA
vampiric rites,1,NA,NA
vandalblast,1,NA,NA
vandalize,4,NA,NA
vanguard of brimaz,1,NA,NA
vanguard's shield,1,NA,NA
vanishment,1,NA,NA
vanquish the foul,NA,NA,TRUE
vapor snag,0,NA,NA
vapor snare,NA,NA,TRUE
"varolz, the scar-striped",1,NA,NA
vassal soul,NA,NA,TRUE
vastwood gorger,NA,NA,TRUE
vastwood zendikon,NA,NA,TRUE
vaultbreaker,1,NA,NA
vedalken archmage,0,NA,NA
vedalken blademaster,NA,NA,TRUE
vedalken engineer,1,NA,NA
vedalken entrancer,4,NA,NA
vedalken orrery,1,NA,NA
veilborn ghoul,2,NA,NA
venerable lammasu,NA,NA,TRUE
venerable monk,NA,NA,TRUE
vengeance,NA,NA,TRUE
vengeful rebirth,2,NA,NA
venom,NA,NA,TRUE
venom sliver,2,NA,NA
venser's journal,2,NA,NA
verdant haven,5,NA,NA
verduran enchantress,0,NA,NA
vernal bloom,1,NA,NA
vessel of ephemera,4,NA,NA
vessel of malignity,1,NA,TRUE
vessel of nascency,1,NA,NA
vessel of paramnesia,NA,NA,TRUE
vessel of volatility,3,NA,NA
vestige of emrakul,NA,NA,TRUE
veteran armorer,4,NA,NA
veteran armorsmith,2,NA,NA
veteran cathar,1,NA,NA
veteran of the depths,NA,NA,TRUE
veteran swordsmith,2,NA,NA
veteran warleader,1,NA,NA
veteran's armaments,2,NA,NA
veteran's sidearm,NA,NA,TRUE
vial of dragonfire,4,NA,NA
vial of poison,NA,NA,TRUE
viashino firstblade,5,NA,NA
viashino racketeer,4,NA,NA
vigean hydropon,1,NA,NA
vigilant drake,NA,NA,TRUE
vigilant sentry,NA,NA,TRUE
vile aggregate,1,NA,NA
vile rebirth,5,NA,NA
village cannibals,NA,NA,TRUE
village ironsmith,1,NA,NA
village messenger,1,NA,NA
village survivors,NA,NA,TRUE
villainous wealth,1,NA,NA
vine snare,NA,NA,TRUE
vine trellis,1,NA,NA
vinelasher kudzu,2,NA,NA
vineweft,4,NA,NA
violent eruption,1,NA,NA
viper's kiss,4,NA,NA
viridian betrayers,NA,NA,TRUE
virulent plague,0,NA,NA
viseling,1,NA,NA
vision skeins,1,NA,NA
visions,NA,NA,TRUE
visions of beyond,0,NA,NA
visions of brutality,0,NA,NA
vitalize,1,NA,NA
vithian stinger,2,NA,NA
vitu-ghazi guildmage,1,NA,NA
"vitu-ghazi, the city-tree",1,NA,NA
vivid crag,1,NA,NA
vivid creek,2,NA,NA
vivid marsh,1,NA,NA
vivid meadow,1,NA,NA
vivify,NA,NA,TRUE
vizkopa confessor,2,NA,NA
vizkopa guildmage,1,NA,NA
vizzerdrix,NA,NA,TRUE
vodalian merchant,NA,NA,TRUE
vodalian serpent,NA,NA,TRUE
voice of resurgence,1,NA,NA
voice of the provinces,NA,NA,TRUE
voiceless spirit,1,NA,NA
void attendant,2,NA,NA
void shatter,4,1,NA
void snare,3,1,NA
void squall,NA,NA,TRUE
void winnower,1,NA,NA
voidmage apprentice,2,NA,NA
voidmage prodigy,1,NA,NA
voidwalk,1,NA,NA
volcanic geyser,4,NA,NA
volcanic hammer,3,NA,NA
volcanic rambler,NA,NA,TRUE
volcanic rush,NA,NA,TRUE
volcanic strength,1,NA,NA
voldaren duelist,1,NA,TRUE
voltaic brawler,1,NA,NA
voltaic key,1,NA,NA
voracious null,NA,NA,TRUE
voracious wurm,3,NA,NA
vorapede,1,NA,NA
vorel of the hull clade,1,NA,NA
vorrac battlehorns,1,NA,NA
vortex elemental,3,NA,NA
voyage's end,4,NA,NA
voyaging satyr,4,NA,NA
vraska the unseen,0,NA,NA
vryn wingmare,1,NA,NA
vulpine goliath,NA,NA,TRUE
vulturous aven,4,NA,NA
wake the reflections,4,NA,NA
walking atlas,5,NA,NA
walking corpse,NA,NA,TRUE
wall of air,1,NA,NA
wall of blood,1,NA,NA
wall of bone,1,NA,NA
wall of brambles,1,NA,NA
wall of deceit,1,NA,NA
wall of denial,1,NA,NA
wall of essence,2,NA,NA
wall of fire,5,NA,NA
wall of frost,3,NA,NA
wall of hope,1,NA,NA
wall of limbs,2,NA,NA
wall of mulch,2,NA,NA
wall of omens,2,NA,NA
wall of resurgence,2,NA,NA
wall of reverence,1,NA,NA
wall of spears,NA,NA,TRUE
wall of swords,NA,NA,TRUE
wall of wood,1,NA,NA
wanderer's twig,1,NA,NA
wandering champion,NA,NA,TRUE
wandering stream,NA,NA,TRUE
wandering tombshell,NA,NA,TRUE
wandering wolf,NA,NA,TRUE
wanderlust,NA,NA,TRUE
war behemoth,NA,NA,TRUE
war cadence,0,NA,NA
war falcon,NA,NA,TRUE
war flare,2,NA,NA
war horn,NA,NA,TRUE
war mammoth,NA,NA,TRUE
war oracle,NA,NA,TRUE
war priest of thune,1,NA,TRUE
warbringer,3,NA,NA
warchanter of mogis,NA,NA,TRUE
warclamp mastiff,NA,NA,TRUE
warden of evos isle,1,NA,NA
warden of the beyond,NA,NA,TRUE
warden of the eye,2,NA,NA
warden of the wall,NA,NA,TRUE
wardscale dragon,1,NA,NA
warleader's helix,3,NA,NA
war-name aspirant,2,NA,NA
warp world,1,NA,NA
warped landscape,3,NA,NA
warped physique,2,NA,NA
warriors' lesson,4,NA,NA
warstorm surge,0,NA,NA
war-wing siren,NA,NA,TRUE
wash out,0,NA,NA
watcher in the web,NA,NA,TRUE
watcher of the roost,NA,NA,TRUE
water servant,NA,NA,TRUE
watercourser,NA,NA,TRUE
wave of vitriol,1,NA,NA
wavecrash triton,NA,NA,TRUE
wave-wing elemental,NA,NA,TRUE
waxmane baku,NA,NA,TRUE
way of the thief,NA,NA,TRUE
wayfarer's bauble,0,NA,NA
wayfaring temple,1,NA,NA
weakness,NA,NA,TRUE
weapon surge,4,NA,NA
weapons trainer,2,NA,NA
wear // tear,4,NA,NA
wear away,1,NA,NA
weave fate,4,NA,NA
weaver of lies,1,NA,NA
wee dragonauts,1,NA,NA
weight of conscience,NA,NA,TRUE
weight of the underworld,NA,NA,TRUE
weirding wood,2,NA,NA
welder automaton,NA,NA,TRUE
weldfast wingsmith,1,NA,TRUE
welkin tern,NA,NA,TRUE
well of ideas,2,NA,NA
wellwisher,2,NA,NA
wetland sambar,NA,NA,TRUE
wheel of fate,2,NA,NA
whelming wave,2,NA,NA
where ancients tread,0,NA,NA
whetstone,1,NA,NA
whip of erebos,0,NA,NA
whipcorder,2,NA,NA
whipstitched zombie,NA,NA,TRUE
whirler rogue,4,NA,NA
whirling dervish,1,NA,NA
whirlpool rider,1,NA,NA
whirlwind,1,NA,NA
whirlwind adept,NA,NA,TRUE
whisk away,2,NA,NA
whisperer of the wilds,2,NA,NA
whispering shade,NA,NA,TRUE
white knight,1,NA,NA
wicker witch,NA,NA,TRUE
wight of precinct six,1,NA,NA
wild celebrants,1,NA,TRUE
wild defiance,1,NA,NA
wild griffin,NA,NA,TRUE
wild growth,4,NA,NA
wild guess,4,NA,NA
wild hunger,NA,NA,TRUE
wild instincts,NA,NA,TRUE
wild mongrel,1,NA,NA
wild pair,1,NA,NA
wild ricochet,2,NA,NA
wild wanderer,3,NA,NA
wild-field scarecrow,1,NA,NA
wildfire,1,NA,NA
wildfire cerberus,NA,NA,TRUE
wildwood rebirth,5,NA,NA
will of the naga,NA,NA,TRUE
willbender,6,NA,NA
willbreaker,1,NA,NA
will-forged golem,NA,NA,TRUE
willow elf,NA,NA,TRUE
wilt-leaf cavaliers,1,NA,NA
wily bandar,NA,NA,TRUE
wind drake,NA,NA,TRUE
windborn muse,1,NA,NA
windfall,1,NA,NA
windreader sphinx,1,NA,NA
windreaver,1,NA,NA
winds of qal sisma,4,NA,NA
wind-scarred crag,4,NA,NA
windstorm,4,NA,NA
windswept heath,1,NA,NA
wing shards,3,NA,NA
wingbeat warrior,NA,NA,TRUE
wingsteed rider,NA,NA,TRUE
winterflame,2,NA,NA
wirewood hivemaster,1,NA,NA
witch hunt,0,NA,NA
witchbane orb,2,NA,NA
witches' eye,4,NA,NA
witch's familiar,4,NA,NA
witness of the ages,NA,NA,TRUE
witness the end,NA,NA,TRUE
wit's end,1,NA,NA
wojek halberdiers,4,NA,NA
wolfbriar elemental,1,NA,NA
wolfcaller's howl,1,NA,NA
wolfhunter's quiver,NA,NA,TRUE
wolfir silverheart,2,NA,NA
wonder,1,NA,NA
wood elves,2,NA,NA
woodborn behemoth,3,NA,NA
wooded foothills,1,NA,NA
wooden stake,NA,NA,TRUE
woodland bellower,2,NA,NA
woodland sleuth,NA,1,TRUE
woodland stream,3,NA,NA
woodlot crawler,NA,NA,TRUE
woodwraith strangler,NA,NA,TRUE
woolly loxodon,NA,NA,TRUE
words of wind,1,NA,NA
words of wisdom,1,NA,NA
workshop assistant,1,NA,NA
worldgorger dragon,2,NA,NA
worldslayer,1,NA,NA
wormfang drake,NA,NA,TRUE
wormfang newt,NA,NA,TRUE
wormfang turtle,NA,NA,TRUE
worn powerstone,1,NA,NA
worst fears,1,NA,NA
wrack with madness,NA,NA,TRUE
wrath of god,1,NA,NA
wreak havoc,2,NA,NA
wreath of geists,1,NA,NA
wrecking ball,2,NA,NA
wren's run packmaster,1,NA,NA
wretched anurid,NA,NA,TRUE
"wrexial, the risen deep",1,NA,NA
wring flesh,NA,NA,TRUE
write into being,4,NA,NA
xathrid necromancer,1,NA,NA
xathrid slyblade,NA,NA,TRUE
"xenagos, god of revels",1,NA,NA
"xenagos, the reveler",1,NA,NA
xenograft,1,NA,NA
yavimaya coast,1,NA,NA
yavimaya elder,2,NA,NA
yavimaya enchantress,1,NA,NA
yavimaya scion,1,NA,NA
yeva's forcemage,NA,NA,TRUE
"yisan, the wanderer bard",1,NA,NA
yoked ox,NA,NA,TRUE
yotian soldier,NA,NA,TRUE
young pyromancer,4,NA,NA
young wolf,4,NA,NA
youthful scholar,2,NA,NA
zada's commando,NA,NA,TRUE
zameck guildmage,2,NA,NA
zanikev locust,NA,NA,TRUE
zarichi tiger,NA,NA,TRUE
zealous inquisitor,NA,NA,TRUE
zealous persecution,1,NA,NA
zealous strike,NA,NA,TRUE
zedruu the greathearted,1,NA,NA
zendikar incarnate,2,NA,NA
zendikar resurgent,4,NA,NA
zendikar's roil,1,NA,NA
zephyr charge,NA,NA,TRUE
zephyr falcon,NA,NA,TRUE
zephyr scribe,4,NA,NA
zhur-taa ancient,3,NA,NA
zhur-taa druid,5,NA,NA
zhur-taa swine,2,NA,NA
zoetic cavern,2,NA,NA
zof shade,NA,NA,TRUE
zombie assassin,NA,NA,TRUE
zombie cutthroat,NA,NA,TRUE
zombie goliath,NA,NA,TRUE
zombie infestation,2,NA,NA
zulaport chainmage,NA,NA,TRUE
zurgo bellstriker,1,NA,NA
zurgo helmsmasher,1,NA,NA
